"","Age","NivEco","Genre","Genre_3_TEXT","Educ","Homo_1","Homo_2","Homo_3","Homo_4","Homo_5","Homo_6","Homo_7","DigiCit_1","DigiCit_2","DigiCit_3","DigiCit_4","DigiCit_5","DigiCit_6","DigiCit_7","DigiCit_8","DigiCit_9","DigiCit_10","DigiCit_11","DigiCit_12","DigiCit_13","DigiCit_14","IdePol","Ideolo_1","E2TC_1","E2TC_2","E2TC_3","E2TC_4","E2TC_5","E2TC_6","E2TC_7","E2TC_8","E2TC_9","E2TC_10","E2TC_11","E2TC_12","E2TC_DO","E2T1a_1","E2T1a_2","E2T1a_3","E2T1a_4","E2T1a_5","E2T1a_6","E2T1a_7","E2T1a_DO","E2T1a_ADO","E2T1b_1","E2T1b_2","E2T1b_3","E2T1b_4","E2T1b_5","E2T1b_6","E2T1b_7","E2T1b_DO","E2T1c_1","E2T1c_2","E2T1c_3","E2T1c_4","E2T1c_5","E2T1c_6","E2T1c_7","E2T1c_DO","E2T1d_1","E2T1d_2","E2T1d_3","E2T1d_4","E2T1d_5","E2T1d_6","E2T1d_7","E2T1d_DO","E2T1d_ADO","E2T2a_1","E2T2a_2","E2T2a_3","E2T2a_4","E2T2a_5","E2T2a_6","E2T2a_7","E2T2a_DO","E2T2a_ADO","E2T2b_1","E2T2b_2","E2T2b_3","E2T2b_4","E2T2b_5","E2T2b_6","E2T2b_7","E2T2b_8","E2T2b_9","E2T2b_10","E2T2b_11","E2T2b_12","E2T2b_DO","E2T2c_1","E2T2c_2","E2T2c_3","E2T2c_4","E2T2c_5","E2T2c_6","E2T2c_7","E2T2c_DO","E2T2c_ADO","end_4","SC0"
"163","1","2","1","","4","6","8","8","6","4","8","6","6","6","5","5","5","5","3","4","4","3","4","3","2","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1|6|3|2|4|7|5","1|2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80","4"
"164","2","5","2","","5","1","2","8","3","2","9","4","7","7","7","6","6","6","2","3","2","4","4","1","2","1","1","7","","","","","","","","","","","","","","","","","","","","","","","1","2","1","2","1","1","1","5|3|1|7|4|6|2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","2"
"165","3","4","2","","4","7","9","10","10","5","10","5","7","7","5","7","7","5","5","6","3","1","1","1","1","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","1","2","1","1","2","1","7|5|1|2|4|3|6","2|1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","3"
"166","2","5","1","","4","3","7","6","5","3","7","7","6","6","5","6","6","6","3","6","4","2","2","1","1","1","1","8","1","","1","","2","1","","1","1","","","2","1|9|3|8|6|12|5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80","4"
"167","3","5","1","","4","7","7","8","5","5","8","5","7","7","7","7","7","7","7","5","5","6","4","3","5","2","1","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","1","2","1","1","1","2","2|4|7|6|5|1|3","1|2","82","5"
"168","4","4","1","","5","4","3","4","2","2","2","4","5","5","2","4","6","3","3","4","5","4","4","5","1","7","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","1","1","1","1","2","1","2|6|3|1|4|5|7","1|2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94","4"
"169","3","3","2","","3","2","2","4","1","2","5","5","7","5","5","6","5","5","2","2","3","3","4","1","1","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","1","","1","","2","","2","2","2","","9|7|3|2|10|5|11","","","","","","","","","","49","4"
"170","4","4","1","","5","5","7","7","4","4","7","3","6","6","5","6","6","6","6","5","4","4","4","2","2","2","1","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","1","1","1","1","2","2","6|4|7|2|1|5|3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19","5"
"171","1","4","1","","4","1","2","2","4","1","5","7","6","6","6","6","6","6","6","5","2","1","2","2","2","2","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","1","2","1","2","2","1","7|5|4|6|3|2|1","1|2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62","4"
"172","3","3","1","","4","2","10","10","8","9","10","10","7","7","7","7","7","7","7","7","7","4","7","1","7","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","2","2","2","2","1","4|3|6|5|1|2|7","2|1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94","2"
"173","2","3","2","","4","5","5","5","1","2","5","5","7","7","7","7","7","7","7","5","4","3","5","2","3","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","1","","","1","2","","1","1","11|4|8|5|12|9|1","","","","","","","","","","79","3"
"174","1","3","2","","4","6","8","8","5","4","10","7","7","7","7","7","7","6","4","6","4","1","2","1","1","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","1","2","","","2","1","","2","3|10|5|12|1|9|6","","","","","","","","","","61","5"
"175","4","4","1","","4","10","10","6","8","5","6","8","7","7","7","7","7","7","7","7","7","7","7","7","2","7","1","10","","","","","","","","","","","","","","","","","","","","","","","1","2","1","2","1","2","1","3|2|1|7|6|5|4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","3"
"176","3","3","2","","4","5","3","8","5","5","5","5","5","6","4","5","6","6","6","3","2","2","2","2","2","2","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","1","1","2","1","2","6|4|2|7|1|3|5","1|2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20","6"
"177","1","2","2","","3","1","5","10","1","8","10","1","7","7","7","7","7","7","4","4","4","1","1","1","1","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2","1","1","2","2","1","6|3|4|1|2|5|7","2|1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","3"
"178","2","4","2","","4","7","8","9","5","6","8","7","7","7","7","7","7","7","6","6","6","5","5","1","7","1","1","6","1","1","2","","","","","1","2","1","","2","1|3|12|2|10|9|8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95","5"
"179","3","2","2","","4","1","10","10","10","10","10","10","7","7","7","7","7","7","7","7","7","7","7","1","1","7","1","1","2","","1","1","","","1","2","1","","","1","1|9|3|4|7|12|8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","4"
"180","3","4","1","","4","1","6","6","7","1","6","1","5","6","6","6","6","6","4","6","5","4","5","1","5","1","1","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","2","","1","1","1","1","","2","1|8|12|7|10|5|9","","","","","","","","","","70","4"
"181","1","5","2","","3","5","9","7","6","7","9","10","6","6","7","6","7","6","1","4","3","4","1","2","1","2","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","1","1","2","2","2","1","1|2|3|5|6|7|4","2|1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85","4"
"182","2","3","2","","4","1","5","4","1","1","4","3","7","7","7","5","5","1","1","2","1","1","1","1","1","1","0","","1","1","1","1","","","","","2","","1","2","1|12|9|2|4|3|11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21","6"
"183","1","2","2","","3","7","8","8","4","3","8","2","7","7","7","7","4","7","3","3","2","5","2","1","1","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","","2","1","","","","1","8|7|5|3|2|12|4","","","","","","","","","","76","6"
"184","1","2","2","","3","3","10","8","4","3","10","10","7","7","7","7","7","5","7","7","5","7","1","4","3","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","2","1","1","1","2","5|1|2|6|7|3|4","2|1","100","4"
"185","4","5","2","","4","8","4","4","5","4","4","7","7","7","7","7","6","6","6","4","4","6","3","6","4","2","1","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","2","7|4|3|6|1|2|5","1|2","","","","","","","","","","","","","","","","","","","","","","","28","5"
"186","2","3","1","","4","6","5","8","7","5","4","5","6","5","7","6","6","6","4","5","4","4","3","1","1","1","0","","1","","2","1","","","1","2","1","","","2","1|9|12|7|4|3|8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71","3"
"187","4","3","2","","5","1","3","4","10","1","10","1","7","6","6","6","6","6","6","6","6","6","3","5","6","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2","1","1","2","2","1","2|7|3|5|4|6|1","1|2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50","3"
"188","2","5","1","","3","10","10","5","6","7","10","6","7","7","7","7","7","5","4","5","3","7","7","2","4","1","1","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","1","1","1","1","","1","9|12|7|3|8|6|10","","","","","","","","","","100","4"
"189","3","3","1","","4","8","5","5","2","1","1","1","7","7","7","7","4","1","1","1","1","7","1","1","1","5","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","1","1","2","1","1","6|7|1|4|5|3|2","2|1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5"
"190","2","4","1","","4","1","1","5","1","1","7","8","7","7","7","7","7","7","7","7","7","1","7","1","1","1","1","1","","","","","","","","","","","","","","1","2","1","1","1","2","2","7|6|5|4|3|2|1","1|2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","5"
"191","2","5","2","","4","8","7","9","3","3","6","3","7","5","7","6","5","3","1","4","2","5","2","6","1","6","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","1","1","1","1","2","1","4|2|7|5|3|6|1","2|1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50","4"
"192","3","4","2","","4","5","9","10","3","3","10","7","7","7","7","7","7","7","6","6","5","6","3","1","1","1","1","8","","","","","","","","","","","","","","","","","","","","","","","1","1","1","2","2","1","2","7|5|2|4|3|1|6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90","3"
"193","4","4","1","","5","2","5","5","1","10","5","1","7","7","5","2","2","3","3","3","3","6","3","7","6","7","1","4","","","","","","","","","","","","","","1","1","1","1","1","1","1","7|6|5|4|3|2|1","1|2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50","4"
"194","3","4","1","","5","8","10","10","5","7","10","7","7","7","7","4","6","5","4","2","4","1","1","2","5","1","1","8","1","2","1","","2","","1","","2","","","2","3|9|12|7|2|1|5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93","4"
"195","3","4","2","","3","4","6","6","7","3","7","3","7","7","6","6","7","7","6","5","5","7","5","3","5","3","1","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","2","1","2","1","3|1|2|6|7|5|4","2|1","72","4"
"196","2","3","1","","4","1","5","9","7","2","7","8","7","7","7","5","7","7","5","6","5","7","2","7","7","2","1","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","1","2","1","1","2","2","5|4|1|3|6|2|7","1|2","30","6"
"197","3","5","1","","5","9","9","9","5","7","9","6","7","7","6","6","6","6","4","5","5","5","3","4","6","3","1","7","1","","1","","1","","","","2","1","1","1","1|9|3|11|10|12|5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","5"
"198","4","3","1","","5","5","5","8","6","3","8","5","7","7","7","5","7","7","7","5","2","5","3","4","6","4","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","2","1","3|4|6|1|7|5|2","1|2","100","5"
"199","1","4","2","","4","5","8","10","8","1","8","6","7","7","6","7","7","6","4","5","4","1","4","3","1","3","1","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","1","1","1","1","2","2","4|1|2|6|5|3|7","1|2","0","7"
"200","3","3","1","","4","5","10","10","6","5","10","6","7","7","3","7","6","6","5","4","2","1","1","2","3","1","1","10","","","","","","","","","","","","","","","","","","","","","","","1","2","1","1","2","1","1","5|4|1|7|6|3|2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44","2"
"201","1","1","2","","4","7","8","9","7","7","9","10","7","7","5","7","7","5","6","6","4","7","5","3","4","3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","2","1","2","2","7|5|6|4|1|3|2","1|2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81","3"
"202","1","2","2","","3","1","9","9","4","3","9","4","7","7","7","7","7","4","4","7","4","1","6","1","1","1","1","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2","2","2","2","1","2","7|2|1|4|3|5|6","1|2","","","","","","","","","","","","","","","","","","","","","","","100","1"
"203","3","4","2","","5","5","7","8","4","4","8","10","7","5","7","7","7","5","4","6","4","4","1","5","6","5","1","3","","","","","","","","","","","","","","1","2","1","1","1","2","1","1|2|3|4|5|6|7","2|1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30","4"
"204","4","3","2","","4","1","1","5","3","1","5","2","7","7","7","7","7","6","7","7","7","4","3","6","2","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","2","2","1","1","7|4|5|2|6|3|1","2|1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73","4"
"205","2","5","2","","4","1","1","1","8","1","1","5","7","7","5","7","7","7","3","7","1","3","3","4","1","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2","","","2","1","","1","2","2","10|12|11|3|7|4|8","","","","","","","","","","0","6"
"206","1","2","2","","4","6","8","8","4","5","9","6","5","6","7","6","5","5","5","4","4","4","3","4","5","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","1","","1","","2","1","","2","2","6|9|12|3|4|8|11","","","","","","","","","","18","4"
"207","3","4","1","","5","7","9","8","5","3","8","4","7","7","7","2","3","3","1","2","1","5","4","2","5","5","1","8","1","","2","","1","","","1","2","","2","2","1|9|3|8|11|12|5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61","4"
"208","2","4","1","","5","1","4","8","7","5","9","3","7","7","7","7","6","3","1","4","2","3","3","1","4","3","1","4","","","","","","","","","","","","","","1","2","1","1","1","2","2","7|6|5|4|3|2|1","1|2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80","5"
"209","2","3","2","","4","7","10","10","10","5","10","10","7","7","7","7","7","7","7","5","4","7","7","6","7","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","2","2","2","2|7|6|3|5|1|4","1|2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","5"
"210","3","3","2","","4","6","6","5","2","5","4","6","5","6","7","4","4","5","5","4","5","5","4","4","4","4","0","","1","","1","2","1","","","","2","","2","2","1|9|12|4|5|3|11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86","4"
"211","3","3","2","","4","1","1","3","5","4","5","3","7","7","7","5","5","5","3","2","5","1","1","6","1","5","0","","1","1","1","1","","","","1","1","","","2","1|9|3|8|2|12|4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","5"
"212","1","3","1","","4","1","7","8","10","4","6","7","7","7","7","7","7","7","7","7","7","5","1","1","5","1","0","","1","","1","1","","","","1","1","1","","2","1|12|3|10|4|9|8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","5"
"213","2","4","2","","4","10","10","10","10","10","10","10","7","7","7","7","7","7","7","7","7","7","3","7","7","7","1","1","1","","2","","","","","1","1","1","2","2","3|1|9|11|10|12|8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","3"
"214","2","5","2","","4","4","7","7","7","3","5","6","7","7","7","7","7","6","5","6","4","5","5","2","1","1","1","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","2","2","5|6|3|4|7|1|2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51","4"
"215","1","4","1","","3","1","6","6","5","4","7","2","5","5","3","6","5","6","4","4","1","1","1","1","4","3","1","1","","","","","","","","","","","","","","2","1","1","1","1","2","1","1|2|3|4|5|6|7","2|1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","6"
"216","2","4","1","","4","6","10","10","4","5","9","10","7","7","7","7","7","7","7","7","7","7","7","6","3","7","1","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","2","1","3|1|7|4|5|6|2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47","3"
"217","3","3","3","48","4","3","8","8","5","7","8","7","7","7","7","7","7","7","7","7","7","7","7","7","7","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","1","","2","2","","","","1","1","7|3|12|4|1|6|11","","","","","","","","","","29","4"
"218","1","3","1","","4","1","6","6","3","3","7","6","6","6","6","6","5","6","4","5","3","3","2","1","1","5","1","2","2","1","1","1","1","","","","2","","","2","9|1|3|2|5|12|4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70","7"
"219","4","4","2","","3","1","5","1","1","1","6","3","7","7","7","6","6","6","6","5","6","6","4","5","7","5","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1|6|3|4|5|7|2","2|1","100","4"
"220","3","4","1","","4","5","5","4","2","2","5","1","7","6","7","3","6","7","4","5","2","7","6","1","3","6","1","10","1","","2","","","","1","1","2","","2","2","12|9|3|7|8|1|11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86","4"
"221","3","4","2","","5","1","4","6","5","1","4","3","7","7","5","6","6","7","6","5","4","4","5","5","5","6","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2","1","2","1","1","1","7|2|4|1|5|3|6","1|2","31","2"
"222","3","4","1","","4","6","8","8","3","5","7","6","6","6","6","6","5","6","4","4","4","5","6","3","2","2","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","2","","","1","","1","","1","1","11|4|2|9|7|12|3","","","","","","","","","","72","1"
"223","4","3","1","","5","3","5","3","6","7","4","5","6","6","6","3","3","2","5","5","2","3","1","2","1","1","1","8","1","1","1","","","","1","1","2","","","2","3|12|1|8|7|9|2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30","6"
"224","4","3","1","","4","8","7","8","6","8","9","5","6","6","6","5","5","5","4","4","4","3","2","5","5","6","1","1","1","","1","1","","","1","","1","","1","2","1|3|12|4|7|9|11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28","5"
"225","4","3","2","","4","1","1","4","4","1","6","9","7","4","6","6","5","5","5","4","6","3","2","3","7","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","2","2","1","3|7|5|2|1|6|4","2|1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","4"
"226","4","2","1","","4","10","8","7","10","5","7","5","6","6","7","7","7","7","3","4","4","3","1","4","7","7","1","1","","","","","","","","","","","","","","1","2","1","1","1","2","1","1|2|3|4|5|6|7","2|1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","4"
"227","1","3","1","","3","1","1","1","1","1","1","1","7","6","7","7","7","3","5","5","2","4","3","1","1","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","2","2","2","2","1","6|4|2|5|1|3|7","1|2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","2"
"228","3","4","2","","4","9","10","10","6","5","10","3","7","6","6","6","7","7","5","5","4","4","4","6","5","6","1","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","1","1","2","1","2","1","4|2|7|5|1|3|6","1|2","70","5"
"229","3","3","2","","1","5","10","10","10","5","1","10","7","7","4","4","5","7","7","4","4","6","7","4","7","7","1","6","2","","1","1","1","2","","","1","","","1","1|12|3|5|6|9|4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72","4"
"230","3","3","1","","3","8","5","5","8","5","8","8","7","7","7","7","7","7","7","7","7","7","7","6","7","7","1","4","2","1","2","","1","","","","1","1","","1","1|3|12|5|10|9|2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80","4"
"231","1","3","1","","3","1","2","2","1","1","5","1","7","7","7","7","4","3","3","2","1","7","5","2","6","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","1","","","2","1","1","","","2","1|7|8|4|9|2|12","","","","","","","","","","100","6"
"232","4","4","2","","5","3","7","6","6","4","7","8","5","5","3","4","5","5","5","4","4","5","3","4","2","5","1","1","","","","","","","","","","","","","","1","2","1","2","2","2","1","7|6|5|4|3|2|1","2|1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2"
"233","1","4","2","","5","9","7","9","5","6","10","4","7","7","7","7","7","7","7","6","5","7","4","6","4","7","1","10","1","","2","2","2","","1","","2","","","2","9|3|1|5|4|12|7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47","3"
"234","3","3","1","","5","7","3","6","8","4","5","5","7","7","7","7","7","5","5","5","4","4","1","2","3","1","0","","2","","2","","1","1","","","1","","1","1","3|9|12|11|5|1|6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85","4"
"235","1","1","1","","4","3","4","7","7","4","4","8","7","7","7","5","7","2","2","4","2","2","2","6","6","3","1","3","","","","","","","","","","","","","","1","2","1","1","1","2","1","1|2|3|4|5|6|7","1|2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75","4"
"236","1","3","1","","3","1","5","7","3","4","5","4","7","7","6","7","7","4","2","5","4","1","4","2","1","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","1","1","1","2","2","1","7|3|2|5|6|4|1","1|2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80","5"
"237","2","4","1","","4","4","5","9","6","3","5","7","6","7","6","7","7","6","5","5","6","6","1","5","4","4","0","","2","2","1","","","2","","","1","","2","2","3|1|12|6|2|9|11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80","3"
"238","4","2","3","","4","1","3","1","3","1","1","2","4","5","4","4","4","2","3","4","4","1","1","1","1","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","2","","","1","","","","9|6|2|4|3|5|1","","","","","","","","","","40","6"
"239","3","4","2","","4","7","3","6","6","1","8","7","7","6","6","7","7","3","5","2","2","2","1","3","1","5","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","1","","1","2","2","1","","","","6|9|8|4|7|3|1","","","","","","","","","","40","4"
"240","1","2","2","","4","2","8","1","7","3","2","9","5","7","6","7","6","6","7","4","4","6","5","4","4","2","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","1","","","","1","","","2","1","1","2|11|7|1|10|3|12","","","","","","","","","","100","2"
"241","3","4","1","","4","10","7","10","5","4","10","6","7","7","7","7","7","7","7","7","7","7","7","7","7","7","1","10","1","","2","","2","1","","1","1","","","1","12|9|3|5|6|1|8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99","2"
"242","2","3","2","","4","3","10","10","10","3","10","3","7","7","7","5","5","4","4","5","3","2","2","4","1","7","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","2","1","2","2","7|3|5|1|6|4|2","2|1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","3"
"243","1","3","1","","4","6","10","10","6","6","8","10","7","7","7","7","7","7","7","5","5","7","2","7","7","4","1","2","2","","1","1","1","2","","","2","","","2","9|3|1|5|4|12|6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24","6"
